framework,strategy,mode,property,mutation,trial,status,tests,discards,shrinking_passed,shrinking_failed,shrinking_discarded,exec_time_pre,gen_time,time_shrinking,time_pre_failure,pre_size,cex_size,gt_size,pre_ted_to_gt,ted_to_gt
Quick,Quick,none,InsertDelete,delete_4,3,Failed,0,2,0,0,0,2.200005110353231e-05,0.00022199994418770072,0.0002239999594166875,0.00024399999529123304,14,14,6,11.0,11.0
Quick,Quick,none,InsertDelete,delete_4,4,Failed,0,2,0,0,0,1.7999904230237007e-05,0.0002180000301450491,0.00020700006280094385,0.0002359999343752861,6,6,6,3.0,3.0
Quick,Quick,none,InsertDelete,delete_4,5,Failed,0,0,0,0,0,1.4999997802078724e-05,0.00022599997464567423,0.0002139999996870756,0.00024099997244775295,6,6,6,3.0,3.0
Quick,Quick,none,InsertDelete,delete_4,6,Failed,0,0,0,0,0,1.4999997802078724e-05,0.00021800003014504912,0.0002239999594166875,0.00023300002794712785,6,6,6,3.0,3.0
Quick,Quick,none,InsertDelete,delete_4,7,Failed,0,1,0,0,0,1.9000028260052204e-05,0.00022499996703118083,0.00022799998987466097,0.00024399999529123304,6,6,6,3.0,3.0
Quick,Quick,none,InsertDelete,delete_4,8,Failed,0,2,0,0,0,2.1000043489038944e-05,0.00024500000290572643,0.00023799994960427284,0.0002660000463947654,6,6,6,3.0,3.0
Quick,Quick,none,InsertDelete,delete_4,9,Failed,0,3,0,0,0,2.0000035874545578e-05,0.00022499996703118086,0.0002080000704154372,0.00024500000290572643,6,6,6,3.0,3.0
Quick,QuickGbE,none,InsertDelete,delete_4,0,Failed,1,0,0,0,0,2.3999949917197227e-05,0.00021299999207258224,0.00021700002253055573,0.00023699994198977947,14,14,6,9.0,9.0
Quick,QuickGbE,none,InsertDelete,delete_4,1,Failed,1,0,0,0,0,2.3000058718025684e-05,0.00022599997464567423,0.00022199994418770075,0.0002490000333636999,6,6,6,1.0,1.0
Quick,QuickGbE,none,InsertDelete,delete_4,2,Failed,1,0,0,0,0,2.2999942302703857e-05,0.00021399999968707561,0.00022200006060302255,0.00023699994198977947,6,6,6,1.0,1.0
Quick,QuickGbE,none,InsertDelete,delete_4,3,Failed,1,0,0,0,0,2.4000066332519054e-05,0.00022699986584484577,0.0002210000529885292,0.0002509999321773648,14,14,6,9.0,9.0
