framework,strategy,mode,property,mutation,trial,status,tests,discards,shrinking_passed,shrinking_failed,shrinking_discarded,exec_time_pre,gen_time,time_shrinking,time_pre_failure,pre_size,cex_size,gt_size,pre_ted_to_gt,ted_to_gt
Quick,Quick,default,MultiPreserve,shift_abs_no_incr,9,Failed,6908,14152214,0,0,0,8.323523008730263,7.581708991201593,0.0005110001657158136,15.905231999931855,42,42,22,30.0,30.0
Quick,Quick,default,SinglePreserve,shift_typ_tabs_no_incr,0,Failed,19409,39384450,0,0,0,23.060757802333683,20.969503197586164,0.0005280000623315573,44.03026099991985,59,59,27,45.0,45.0
Quick,Quick,default,SinglePreserve,shift_typ_tabs_no_incr,1,Failed,62977,128955495,0,0,0,75.36446898174472,68.34248001826927,0.0005229997914284468,143.706949000014,76,76,27,69.0,69.0
Quick,Quick,default,SinglePreserve,shift_typ_tabs_no_incr,2,Failed,137478,280375336,0,0,0,164.51940054493025,149.65231745503843,0.001316000008955598,314.1717179999687,89,89,27,87.0,87.0
Quick,Quick,default,SinglePreserve,shift_typ_tabs_no_incr,3,timed_out,,,,,,,0,,,0,0,27,,
Quick,Quick,default,MultiPreserve,shift_typ_tabs_no_incr,0,Failed,45947,93910381,0,0,0,53.46573589765467,47.721551102353246,0.0004920000210404396,101.18728700000791,57,57,27,43.0,43.0
Quick,Quick,default,MultiPreserve,shift_typ_tabs_no_incr,1,Failed,159578,326080162,0,0,0,186.72078103432432,166.77716496563517,0.0018820001278072596,353.4979459999595,50,50,27,31.0,31.0
Quick,Quick,default,MultiPreserve,shift_typ_tabs_no_incr,2,Failed,82441,168182130,0,0,0,96.5205830456689,86.10173395439051,0.0012000000569969416,182.6223170000594,48,48,27,28.0,28.0
Quick,Quick,default,MultiPreserve,shift_typ_tabs_no_incr,3,timed_out,,,,,,,0,,,0,0,27,,
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,0,Failed,43,81076,0,0,0,0.05983200133778155,0.052780998870730414,0.0004509999416768551,0.11261300020851196,43,43,16,39.0,39.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,1,Failed,17,29204,0,0,0,0.017575997859239578,0.017346002161502838,0.00033900002017617226,0.034922000020742416,16,16,16,12.0,12.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,2,Failed,5,8959,0,0,0,0.00597599963657558,0.006112000439316034,0.0002609998919069767,0.012088000075891614,28,28,16,24.0,24.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,3,Failed,24,35011,0,0,0,0.021487004356458783,0.02025399566628039,0.0004330000374466181,0.04174100002273917,75,75,16,82.0,82.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,4,Failed,28,29423,0,0,0,0.018077000742778185,0.01677099918015301,0.0002590001095086336,0.034847999922931194,39,39,16,32.0,32.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,5,Failed,20,22384,0,0,0,0.013587000081315637,0.013214999809861183,0.00026299990713596344,0.02680199989117682,27,27,16,18.0,18.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,6,Failed,30,62105,0,0,0,0.03681099764071405,0.03431500238366425,0.00043599982745945454,0.0711260000243783,57,57,16,55.0,55.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,7,Failed,83,156135,0,0,0,0.09430301119573414,0.08451398881152275,0.00045100017450749874,0.1788170000072569,39,39,16,35.0,35.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,8,Failed,29,65952,0,0,0,0.039340996416285634,0.035452003590762615,0.0004569999873638153,0.07479300000704825,55,55,16,53.0,53.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_flip,9,Failed,14,16838,0,0,0,0.010298002744093536,0.010915997438132765,0.00030700000934302807,0.0212140001822263,67,67,16,71.0,71.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,0,Failed,6,7772,0,0,0,0.004859000211581588,0.004834999796003105,0.00019800011068582535,0.009694000007584693,57,57,16,57.0,57.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,1,Failed,25,35838,0,0,0,0.022865005303174257,0.020324994809925556,0.0004610000178217888,0.04319000011309981,48,48,16,45.0,45.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,2,Failed,15,21913,0,0,0,0.012862002244219184,0.013166997814550996,0.00026199989952147007,0.02602900005877018,68,68,16,70.0,70.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,3,Failed,16,26096,0,0,0,0.01669900119304657,0.014425998786464334,0.0002739999908953905,0.031124999979510903,55,55,16,55.0,55.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,4,Failed,2,3954,0,0,0,0.0026560015976428986,0.002838998334482312,0.0005610000807791948,0.005494999932125211,24,24,16,18.0,18.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,5,Failed,19,32348,0,0,0,0.020329000428318977,0.018532999558374286,0.0002590001095086336,0.03886199998669326,33,33,16,24.0,24.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,6,Failed,48,103916,0,0,0,0.06183700077235699,0.05491099925711751,0.0004569999873638153,0.1167480000294745,61,61,16,62.0,62.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,7,Failed,8,14968,0,0,0,0.009240000275895,0.008697999641299248,0.00024800002574920654,0.017937999917194247,45,45,16,39.0,39.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,8,Failed,3,8927,0,0,0,0.005613000364974141,0.0055229996796697396,0.0002530000638216734,0.01113600004464388,36,36,16,27.0,27.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_flip,9,Failed,16,15074,0,0,0,0.010146998800337316,0.008767001330852507,0.00026999996043741703,0.018914000131189823,39,39,16,36.0,36.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,0,Failed,17,37859,0,0,0,0.0252240018453449,0.025015998166054487,0.00038599991239607334,0.05024000001139939,38,38,16,31.0,31.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,1,Failed,32,60879,0,0,0,0.03674400062300265,0.03197499946691096,0.0002749999985098839,0.0687190000899136,77,77,16,83.0,83.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,2,Failed,24,36192,0,0,0,0.02204099716618657,0.019658002769574523,0.00037800008431077,0.041698999935761094,66,66,16,67.0,67.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,3,Failed,15,26439,0,0,0,0.016488999128341675,0.014742000959813595,0.00038599991239607334,0.03123100008815527,33,33,16,24.0,24.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,4,Failed,117,245852,0,0,0,0.145222004968673,0.13171599502675235,0.0002630001399666071,0.27693799999542534,34,34,16,24.0,24.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,5,Failed,1,751,0,0,0,0.0006689999718219042,0.0005910000763833523,0.00021700002253055573,0.0012600000482052565,42,42,16,35.0,35.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,6,Failed,35,45079,0,0,0,0.026854993542656302,0.02493400638923049,0.00025999988429248333,0.05178899993188679,28,28,16,19.0,19.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,7,Failed,184,326192,0,0,0,0.18931302125565708,0.17041297885589302,0.0002870000898838043,0.3597260001115501,43,43,16,37.0,37.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,8,Failed,148,238705,0,0,0,0.13898000377230346,0.12280299630947411,0.00025999988429248333,0.2617830000817776,44,44,16,41.0,41.0
Quick,Quick,default,SinglePreserve,tsubst_tvar_no_shift,9,Failed,21,38268,0,0,0,0.0232690020930022,0.021232997765764594,0.00023300014436244965,0.044501999858766794,46,46,16,41.0,41.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_no_shift,0,Failed,112,230462,0,0,0,0.13381098792888224,0.12195301218889654,0.0002739999908953905,0.2557640001177788,43,43,16,36.0,36.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_no_shift,1,Failed,115,263241,0,0,0,0.16401198785752058,0.1473230121191591,0.00028000003658235073,0.3113349999766797,51,51,16,48.0,48.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_no_shift,2,Failed,14,35720,0,0,0,0.02273999759927392,0.01930200238712132,0.00025500007905066013,0.04204199998639524,30,30,16,23.0,23.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_no_shift,3,Failed,153,317453,0,0,0,0.19303201464936137,0.17583398544229567,0.00025599985383450985,0.36886600009165704,27,27,16,17.0,17.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_no_shift,4,Failed,66,117944,0,0,0,0.07136800303123891,0.06411099690012634,0.0002850000746548176,0.13547899993136525,41,41,16,34.0,34.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_no_shift,5,Failed,99,270902,0,0,0,0.15853799018077552,0.14278200967237353,0.000475000124424696,0.30131999985314906,82,82,16,90.0,90.0
Quick,Quick,default,MultiPreserve,tsubst_tvar_no_shift,6,Failed,60,119170,0,0,0,0.06936698849312961,0.0638840114697814,0.00045599997974932194,0.133250999962911,45,45,16,41.0,41.0
