framework,strategy,mode,property,mutation,trial,status,tests,discards,shrinking_passed,shrinking_failed,shrinking_discarded,exec_time_pre,gen_time,time_shrinking,time_pre_failure,pre_size,cex_size,gt_size,pre_ted_to_gt,ted_to_gt
Quick,Quick,none,MultiPreserve,subst_var_none,9,Failed,431449,849806,0,0,0,0.5111429737880826,0.6861610261257738,0.000530000077560544,1.1973039999138564,12,12,12,0.0,0.0
Quick,Quick,none,SinglePreserve,subst_abs_no_shift,0,timed_out,,,,,,,0,,,0,0,24,,
Quick,Quick,none,MultiPreserve,subst_abs_no_shift,0,timed_out,,,,,,,0,,,0,0,24,,
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,0,Failed,1895992,3738704,0,0,0,2.067098996369168,2.9871730036102235,0.0006240000948309898,5.054271999979392,20,20,20,0.0,0.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,1,Failed,2313171,4562327,0,0,0,2.576940014725551,3.7735369852744043,0.00046699983067810535,6.350476999999955,24,24,20,6.0,6.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,2,Failed,111223,219796,0,0,0,0.1211019861511886,0.17770401388406754,0.0005449999589473009,0.29880600003525615,20,20,20,1.0,1.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,3,Failed,71090,140839,0,0,0,0.07685200381092727,0.11411399627104402,0.000617999816313386,0.1909660000819713,36,36,20,16.0,16.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,4,Failed,1275894,2517583,0,0,0,1.3936529767233878,2.0107520231977105,0.000565999886021018,3.4044049999210984,24,24,20,6.0,6.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,5,Failed,2565876,5062848,0,0,0,2.8298120128456503,4.098257987294346,0.0004859999753534794,6.928070000139996,20,20,20,2.0,2.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,6,Failed,460405,907389,0,0,0,0.5000779628753662,0.7256920370273292,0.0004990000743418932,1.2257699999026954,25,25,20,6.0,6.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,7,Failed,2304515,4543415,0,0,0,2.5209139573853463,3.6528120425064117,0.0005450001917779446,6.173725999891758,24,24,20,6.0,6.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,8,Failed,900009,1775899,0,0,0,0.9799500252120196,1.4273569746874273,0.0005320000927895308,2.407306999899447,20,20,20,2.0,2.0
Quick,Quick,none,SinglePreserve,subst_abs_no_incr,9,Failed,1415137,2791198,0,0,0,1.5472299673128873,2.2329370328225195,0.0005669998936355114,3.780167000135407,20,20,20,2.0,2.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,0,Failed,306635,603585,0,0,0,0.35898296628147364,0.4851380337495357,0.0005540000274777412,0.8441210000310093,24,24,20,5.0,5.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,1,Failed,2411840,4755415,0,0,0,2.8341430292930454,3.7931559707503766,0.0005759999621659517,6.627299000043422,20,20,20,1.0,1.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,2,Failed,4707390,9279601,0,0,0,5.545389952370897,7.413077047793195,0.0004369998350739479,12.958467000164092,20,20,20,2.0,2.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,3,Failed,124478,244324,0,0,0,0.14821901288814843,0.1947309870738536,0.00028300005942583084,0.34294999996200204,20,20,20,0.0,0.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,4,Failed,2953321,5825005,0,0,0,3.4694360163994133,4.651034983573481,0.0005749999545514584,8.120470999972895,20,20,20,2.0,2.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,5,Failed,230304,456932,0,0,0,0.27212399523705244,0.365506004774943,0.0005550000350922346,0.6376300000119954,29,29,20,16.0,16.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,6,Failed,491571,971540,0,0,0,0.6048730195034295,0.8390559805557132,0.00046900007873773575,1.4439290000591427,20,20,20,2.0,2.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,7,Failed,2433953,4802920,0,0,0,2.8640409661456943,3.8448540340177715,0.0005729999393224716,6.708895000163466,20,20,20,2.0,2.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,8,Failed,1526065,3011055,0,0,0,1.8054710342548788,2.4146059658378363,0.0005379999056458473,4.220077000092715,20,20,20,1.0,1.0
Quick,Quick,none,MultiPreserve,subst_abs_no_incr,9,Failed,35209,69104,0,0,0,0.04054799489676952,0.05698800506070257,0.0004450001288205385,0.09753599995747209,25,25,20,6.0,6.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,0,Failed,375881,742575,0,0,0,0.4334549619816243,0.6377140379045159,0.00029399991035461426,1.0711689998861402,36,36,16,21.0,21.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,1,Failed,810679,1597857,0,0,0,0.8809950025752187,1.2863019972573966,0.000530000077560544,2.1672969998326153,40,40,16,24.0,24.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,2,Failed,3380,6729,0,0,0,0.004349000984802842,0.005697998916730286,0.0002850000746548176,0.010046999901533129,48,48,16,33.0,33.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,3,Failed,377703,743465,0,0,0,0.4110230228397995,0.5949739771895111,0.0005080001428723335,1.0059970000293106,28,28,16,13.0,13.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,4,Failed,1069707,2108140,0,0,0,1.163600005209446,1.69040099484846,0.0005419999361038208,2.854001000057906,24,24,16,9.0,9.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,5,Failed,157504,310833,0,0,0,0.1737859749700874,0.2503610251005739,0.0005329998675733805,0.4241470000706613,20,20,16,6.0,6.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,6,Failed,338390,668043,0,0,0,0.367339025484398,0.5319459745660424,0.0004090000875294209,0.8992850000504404,44,44,16,29.0,29.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,7,Failed,38205,75943,0,0,0,0.04236000659875572,0.06176999327726662,0.0004990000743418932,0.10412999987602234,40,40,16,24.0,24.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,8,Failed,192691,381483,0,0,0,0.21064798976294696,0.3058260101824999,0.000502999871969223,0.5164739999454468,48,48,16,33.0,33.0
Quick,Quick,none,SinglePreserve,substTop_no_shift,9,Failed,483813,952364,0,0,0,0.5231549735181034,0.7606890264432877,0.000547999981790781,1.283843999961391,44,44,16,28.0,28.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,0,Failed,326516,647364,0,0,0,0.3824040051549673,0.5189529948402195,0.00034200004301965237,0.9013569999951868,36,36,16,20.0,20.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,1,Failed,2480929,4891637,0,0,0,2.9152489721309394,3.9424070278182626,0.000582000007852912,6.857655999949202,52,52,16,37.0,37.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,2,Failed,98546,193540,0,0,0,0.1181480053346604,0.16089699463918805,0.00032199989072978497,0.27904499997384846,36,36,16,20.0,20.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,3,Failed,278851,549253,0,0,0,0.32530297967605293,0.44350402033887804,0.0005340001080185175,0.768807000014931,44,44,16,29.0,29.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,4,Failed,209906,413817,0,0,0,0.24737899098545313,0.330867009004578,0.000547999981790781,0.5782459999900311,20,20,16,6.0,6.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,5,Failed,380034,749250,0,0,0,0.4483039793558419,0.6018320205621421,0.000530000077560544,1.050135999917984,25,25,16,10.0,10.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,6,Failed,1126786,2221794,0,0,0,1.3234019726514816,1.7868120272178203,0.0005180002190172672,3.110213999869302,16,16,16,1.0,1.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,7,Failed,165254,325350,0,0,0,0.1953460059594363,0.2633519941009581,0.0005550000350922346,0.4586980000603944,40,40,16,25.0,25.0
Quick,Quick,none,MultiPreserve,substTop_no_shift,8,Failed,1318385,2602761,0,0,0,1.5542790507897737,2.081861949292942,0.000493000028654933,3.636141000082716,25,25,16,9.0,9.0
